gene,S15.8147.A1-logfc,S15.10848.A-logfc
INTS3,4.757100112,3.519225769
INTS7,3.942120898,3.180028591
IPO13,3.108599341,2.914187132
IPO9,3.784819246,3.524153427
IPP,3.193731213,2.421642533
IQCC,2.460686659,1.359020367
IQGAP3,2.386412057,1.946738507
IRF2BP2,5.694664736,5.044839788
IRF6,1.642166958,4.022815815
ISG15,4.483501493,4.498997916
ISG20L2,3.903276346,3.574245104
ITGA10,1.066758325,0.563769234
ITGB3BP,3.777749721,2.695920683
ITLN1,0.43459904,0.52608361
ITLN2,0.333688604,0
ITPKB,4.024094111,4.067772754
IVL,1.877553753,4.919361814
IVNS1ABP,5.65664082,5.417592316
JAK1,6.243069975,6.121878054
JMJD4,3.922212582,3.211836742
JTB,5.247018421,5.335431547
JUN,3.610495506,4.248301525
KANK4,0.138100883,0.046122757
KAZN,1.118129527,2.718238146
KCNA10,1.01073513,0
KCNA2,1.745032391,0.706706597
KCNA3,5.023892411,2.635449241
KCNAB2,5.150166136,4.401890157
KCNC4,2.683318207,2.078038526
KCND3,1.592190625,2.674172753
KCNH1,0.544260947,0.338759732
KCNJ10,2.247191494,1.067370182
KCNJ9,0.226313961,0.455349604
KCNK1,0.938782023,2.319503775
KCNK2,0.926284615,1.334786496
KCNN3,0.491245738,0.603841764
KCNQ4,0.172957774,0.065570935
KCNT2,0.626157855,0.735984057
KCTD3,2.993494186,3.724895567
KDM1A,4.545350768,4.148812532
KDM4A,4.485879399,4.110730918
KDM5B,3.903653256,3.794543411
KHDRBS1,6.221776282,5.725518271
KIAA0040,3.046735419,3.431348788
KIAA0319L,4.518382,3.471141956
KIAA0494,4.809009667,4.849683145
KIAA0754,3.661032485,3.147957863
KIAA0907,4.638348119,3.723292634
KIAA1107,1.467608366,1.000724263
KIAA1324,0.736067401,2.384870911
KIAA1383,1.891237616,1.183826578
KIAA1522,2.145556599,3.092220424
KIAA1614,1.150596939,1.524274488
KIAA1751,0.009474497,0.056118936
KIAA1804,0.970630063,1.689456568
KIAA2013,3.877325117,4.196920806
KIF14,3.572823451,2.748749437
KIF17,0.439188872,0.67203097
KIF1B,3.261449727,3.734723389
KIF21B,4.219813472,2.910361535
KIF26B,2.265698266,1.050542768
KIF2C,3.981661438,4.066075106
KIFAP3,3.449119335,3.681151338
KIRREL,2.753354162,3.261040267
KISS1,0,0
KLF17,0.086111221,0.505020511
KLHDC7A,0.01819972,0.199510972
KLHDC8A,0.173914205,0.098135818
KLHL12,4.183029751,4.09113327
KLHL17,2.284597477,1.79442228
KLHL20,3.219601594,3.187600935
KLHL21,3.27156652,3.611437871
KMO,2.703012698,2.510386855
KNCN,0.215198078,0.76954424
KPNA6,4.404238883,4.358218423
KPRP,2.139843907,3.547477724
KRTCAP2,5.494310467,5.925865095
KTI12,2.792796619,2.770901013
L1TD1,0.143671089,0.888315753
LAD1,2.697511053,4.206334209
LAMB3,1.779944723,3.679074944
LAMC1,4.726139263,5.468356225
LAMC2,1.504329962,3.163929025
LAMTOR2,4.649894906,5.150238064
LAPTM5,7.517621693,7.055735423
LAX1,4.026932764,3.390380403
LBR,4.854662405,4.03554892
LCE1A,2.259460893,3.069456805
LCE1B,2.07935358,2.942864655
LCE1C,3.11057539,3.586835833
LCE1D,0.642193849,0
LCE1E,0.771305185,0.5574523
LCE1F,1.465085036,2.09748379
LCE2A,1.660835248,0.961368113
LCE2B,3.035752327,3.139946897
LCE2C,1.998485074,2.435903774
LCE2D,1.2438385,1.788883433
LCE3A,0,3.523153359
LCE3B,0,1.78840042
LCE3C,0,3.794473702
LCE3D,1.420987325,6.001110439
LCE3E,0.534097668,5.320793907
LCE4A,0,0
LCE5A,0.857213725,0
LCE6A,1.715618675,1.863207074
LCK,6.21342641,5.451871362
LDLRAD1,0,0
LDLRAD2,3.644031225,4.107161409
LDLRAP1,3.277431781,2.788363822
LEFTY1,0.109409807,0.495788044
LEFTY2,0,0
LELP1,0,0.444401716
LENEP,0.323060625,0
LEPR,1.60861344,1.692990301
LEPRE1,3.628013547,3.875939355
LEPROT,3.897918298,4.50602174
LGALS8,4.614189723,4.44425783
LGR6,0.27501613,0.206291486
LHX4,1.437733818,0.483319012
LHX8,0.07030585,0.415788405
LHX9,0.070187974,0.161194271
LIN28A,0.285494064,0.326196906
LIN9,1.727783249,1.493798805
LINGO4,0.180273953,0.364721587
LIX1L,3.889681616,3.871091456
LMNA,5.936766778,7.379762288
LMO4,4.207500987,3.555467052
LMOD1,0.654675096,1.895919753
LMX1A,0.021010539,0.415537521
LOC100128071,1.087940084,1.048644734
LOC100129924,0.73020382,0.804442752
LOC149373,0,0
LOC440563,0,0.950998603
LOC643355,0.11712578,0.482119188
LOC649330,0.280809471,0.386597827
LOC729059,0.352036845,0
LOC730159,0,0
LOR,3.67614345,2.973154207
LPAR3,0.456758969,1.204992369
LPGAT1,4.627541894,4.148685378
LPHN2,2.320118419,3.27406983
LPPR4,0.553602154,1.1818244
LPPR5,0.367515841,0.245658499
LRIF1,3.497233587,2.903821743
LRIG2,4.057041339,2.966475997
LRP8,3.840176674,2.696025786
LRRC38,0,0.929106442
LRRC39,2.271380781,1.009574691
LRRC40,3.18045465,3.411637623
LRRC41,4.20423357,3.711075417
LRRC42,3.336904931,3.358991758
LRRC47,4.11652855,3.575542265
LRRC52,0,0
LRRC7,0.193681701,0.47356471
LRRC71,0.286409472,0.424588605
LRRC8B,3.15046607,3.571537817
LRRC8C,4.34832301,3.805434341
LRRC8D,4.341641806,4.203441126
LRRIQ3,0.123656991,0.091319122
LRRN2,1.221288355,0.645259355
LSM10,3.848680103,4.054602735
LURAP1,0.644896647,1.766171663
LUZP1,3.35202573,3.329380571
LY9,3.903074171,2.711299366
LYPD8,0,0
LYPLA2,3.905976822,3.808161226
LYPLAL1,3.685964896,2.745971246
LYSMD1,2.437188293,2.088952717
LYST,4.918067229,3.909822264
LZIC,4.376835552,4.314046449
MAB21L3,0.44435594,0.602846871
MACF1,6.94963799,6.583240976
MAD2L2,4.274717955,4.526945759
MAEL,0.036886004,0.14742948
MAGI3,2.089894477,2.05731092
MAGOH,4.986336524,5.559981293
MAN1A2,4.231474247,4.131105084
MAN1C1,4.094492834,2.744128766
MANEAL,2.382008174,1.200471992
MAP1LC3C,0.490080336,0.702403421
MAP3K6,2.481473047,3.013724166
MAP7D1,4.388529585,4.902966207
MAPKAPK2,5.280440112,5.234681971
1-Mar,0.677445199,0.716938793
2-Mar,1.050504013,2.421161907
MARCKSL1,4.436230612,4.37721609
MARK1,2.105204655,2.141880457
MASP2,2.425719031,1.564290624
MAST2,3.143498413,2.629299652
MATN1,0.609689522,0.657334323
MCL1,7.298979559,7.646334872
MCOLN2,5.061309847,3.232649217
MCOLN3,2.760145494,1.397445456
MECR,2.711977539,1.698230077
MED18,3.755699244,2.889575242
MED8,4.195832978,4.789684682
MEF2D,4.069202857,3.603065496
MEGF6,2.432603105,2.920545455
METTL11B,0.095134277,0.615608203
METTL13,3.860458429,3.452651313
METTL18,2.662816364,2.604993
MEX3A,0.370341794,0.453948262
MFAP2,1.693680057,2.040727973
MFN2,4.883218725,5.022366134
MFSD2A,3.144331059,2.341710391
MFSD4,2.087667924,1.416171631
MGST3,4.188543467,5.371432137
MIA3,3.682763048,3.55851428
MIER1,4.492904103,4.301143632
MIIP,3.72925304,3.386717728
MIR205HG,2.007519635,3.534859174
MIXL1,0,0.618290386
MLLT11,1.769141634,1.778642786
MMACHC,2.532228976,1.820267854
MMEL1,0.964071788,1.642790111
MMP23B,2.251894503,3.070461273
MNDA,4.063563008,4.559897331
MOB3C,3.89770028,3.353240743
MORN1,1.502590262,0.905246335
MOV10,4.295680983,3.302707126
MPC2,3.454031857,3.510309908
MPL,0.395072755,0.634518511
MPZ,1.079498144,0.454411494
MPZL1,4.474245935,5.074510333
MR1,3.538260554,3.35409464
MRPL20,5.666518369,5.495929881
MRPL24,4.230550635,4.284543273
MRPL37,4.818587321,4.593962193
MRPL55,3.873953176,3.325047837
MRPL9,4.452836079,4.164525432
MRPS14,3.543175633,3.7861092
MRPS15,4.404463521,4.791085373
MRPS21,5.222495596,5.386053081
MRTO4,3.976975294,4.099000143
MSH4,0.381549744,0.345837937
MSTO1,4.405332569,3.739868674
MTF1,3.110294949,2.904398103
MTF2,4.235959417,3.515035028
MTHFR,3.477647493,3.588887211
MTMR11,1.471863117,1.524918349
MTOR,4.864713809,4.177326247
MTR,3.993637156,3.60699044
MTX1,4.245552714,4.271214436
MUC1,1.696198656,2.150610574
MUL1,3.410183305,3.286523308
MUTYH,3.022959576,2.528245755
MXRA8,3.430656621,4.224667355
MYBPH,0.266562019,0.695347075
MYBPHL,0.23258245,0
MYCL1,2.085200011,1.687424532
MYOC,0.090689918,0.242622502
MYOG,0.007147894,0.16619388
MYOM3,0.04897136,0.786570859
MYSM1,4.124699428,3.74937579
NADK,4.578318626,4.257661937
NASP,4.734439004,4.689174498
NAV1,3.381659418,3.749687036
NBL1,3.741176997,4.902153823
NBPF1,4.411690979,3.448330848
NBPF10,7.337703688,7.001917207
NBPF11,5.656945042,4.904637998
NBPF14,7.257359817,6.325529374
NBPF15,6.594403243,5.802030021
NBPF16,6.675180152,5.918054742
NBPF24,5.604283528,4.843334537
NBPF3,0.978171737,1.582283563
NBPF4,0.232035963,0.794845006
NBPF6,0.259942092,0.870273941
NBPF7,0.457048187,0.260541214
NBPF9,5.884404926,5.492488422
NCDN,3.886315583,1.847042436
NCF2,4.961757839,5.799379154
NCMAP,0.363651882,0
NCSTN,4.666885493,4.772404338
NDUFS2,4.921232863,5.172594253
NDUFS5,6.211545756,6.901554771
NECAP2,5.59880626,5.679255924
NEGR1,1.26295676,1.623498095
NEK2,2.81278737,2.275261998
NEK7,4.519995962,4.55306914
NES,1.992341681,2.392181157
NEXN,1.569854488,1.232510284
NFASC,0.486635595,1.294424346
NFIA,2.574709121,2.772270905
NFYC,3.950736006,3.50026326
NGF,0.315159605,0.618051363
NHLH1,0.110944271,0.627814122
NHLH2,0.138168505,0.274736007
NID1,2.725629867,3.657966503
NIPAL3,3.5382867,3.051836465
NIT1,3.651433065,3.203767451
NKAIN1,0.178281888,0
NLRP3,2.510622817,2.933721866
NME7,3.351318949,3.138570275
NMNAT1,2.42952132,2.417604749
NMNAT2,0.672992365,1.494625027
NOC2L,3.948319104,3.655867613
NOL9,3.871740242,3.103977178
NOS1AP,0.70792224,0.293254213
NOTCH2,6.084249026,5.943311013
NOTCH2NL,6.233135624,5.79268252
NPHP4,2.660457096,2.590311222
NPHS2,0.132812465,0
NPL,4.517052185,4.95075196
NPPA,0.942686769,1.594212675
NPPB,0,0
NPR1,1.39454501,1.643108624
NR0B2,0.11224,0.668368849
NR1I3,2.385075031,1.6614885
NR5A2,2.03969135,1.800517483
NRAS,5.110890942,4.526549507
NRD1,5.526370791,5.117756933
NSL1,2.359804724,1.718277121
NT5C1A,0.110226896,0.356449996
NTNG1,0.508921346,0.00153563
NTPCR,4.042672396,3.78349453
NTRK1,0.268141041,1.403639962
NUAK2,2.247752927,1.805885502
NUCKS1,6.030754728,5.748283456
NUDC,4.289067348,4.190653897
NUDT17,2.033214907,0.538831751
NUF2,3.400165532,3.116661548
NUP133,4.227880354,3.840692269
NUP210L,0.797659571,0.610169188
NVL,3.957185076,3.505279074
OAZ3,2.257592285,2.462777926
OBSCN,1.730899415,0.991201627
OCLM,2.441379347,1.183604578
ODF2L,2.784763372,2.64035582
OLFM3,0.079992625,0.244541568
OLFML2B,2.667699008,4.312125761
OLFML3,2.631804204,3.540013778
OMA1,4.057069612,3.596374553
OPN3,3.097543462,3.032838136
OPRD1,0,0
OPTC,0.112953223,0
OR10J1,0.23478118,0
OR10J3,0.390823372,0.463078234
OR10J5,0.267231649,0
OR10K1,0.74925567,1.759782347
OR10K2,0.184749634,1.376322506
OR10R2,0.497816859,0
OR10T2,0.183649366,0.481798738
OR10X1,0.091379276,0
OR10Z1,0,0
OR11L1,0.48252106,0
OR13G1,0.353515625,0.266327776
OR14A16,0.186425014,0
OR14C36,0.184749634,0.135884112
OR14I1,0.383659257,0
OR1C1,0.421568553,0.260919129
OR2AK2,0.089007925,0
OR2B11,0.521428425,0
OR2C3,0.023539151,0
OR2G2,0.182023351,0
OR2G3,0,0.568176429
OR2G6,0.196081445,1.02135308
OR2L13,0.269652004,0.581995037
OR2L2,0.226164952,0.411926554
OR2L3,0.184749634,0.484410864
OR2L5,0,0
OR2L8,0.423900036,0.676738307
OR2M2,0.167219648,0.621414851
OR2M3,0.496934519,0.676738307
OR2M4,0.349494645,0.298506579
OR2M5,0.495551008,0.262441848
OR2M7,0.184749634,0.262441848
OR2T1,0.009872899,0
OR2T10,0.184749634,0
OR2T11,0.344595851,0.047059702
OR2T12,0.414726527,0.256455455
OR2T2,0.729358969,1.106274684
OR2T27,0.182023351,0
OR2T29,0.437641343,1.753340096
OR2T3,0.419131892,0.337535062
OR2T33,0.414726527,0
OR2T34,0.261139142,0
OR2T35,0.731123056,0
OR2T4,0.166767595,0
OR2T5,0.42041247,1.753340096
OR2T6,0.092820178,0.502003926
OR2T8,0.423900036,0
OR2W3,0,0
OR2W5,0.131752276,0
OR4F16,1.400229945,1.034150034
OR4F29,1.400229945,1.034150034
OR4F3,1.400229945,1.034150034
OR4F5,0.505103104,0.493782888
OR6F1,0.186990256,0
OR6K2,0.178339163,0.021791929
OR6K3,0.41534838,0
OR6K6,0,0.446882475
OR6N1,0,0
OR6N2,0.093880486,0.477933424
OR6P1,0,0.477933424
OR6Y1,0.091650584,0
ORC1,2.861549354,2.534587205
OSBPL9,4.340452008,4.265086218
OSCP1,1.178825249,1.961578727
OTUD3,2.941968517,2.315673143
OTUD7B,2.324721504,2.605897537
OVGP1,1.615889288,1.079579936
OXCT2,1.18055089,0.73938619
PABPC4,5.362298013,5.519206101
PADI1,0.343971124,0.494716599
PADI2,1.019568723,1.887100607
PADI3,0.101410905,0
PADI4,0.180436957,0.110730495
PADI6,0,0
PAFAH2,2.480361962,1.842033212
PALMD,1.715302049,2.982932827
PANK4,3.440261354,3.164109593
PAPPA2,0.057543542,0.388890965
PAQR6,2.127251382,1.354916807
PAQR7,2.388962814,2.356993552
PARK7,6.853220193,7.367351066
PARP1,5.962920543,5.912576118
PARS2,1.615827214,1.906372987
PAX7,0.076703216,0.307210787
PBX1,1.872176564,2.424310554
PBXIP1,5.400850236,5.289759021
PCNXL2,4.810471922,3.45316855
PCP4L1,1.185065854,0.941062891
PCSK9,0.186085836,0.488605716
PDC,1.082749249,1.188286081
PDE4B,3.559042466,3.770057974
PDE4DIP,4.888594316,4.692699395
PDIK1L,3.149176416,2.750535599
PDPN,3.738086251,4.640934623
PDZK1,2.250639129,1.309295912
PDZK1IP1,1.095584383,4.16383465
PEA15,5.971496101,5.844356186
PEAR1,0.729549795,1.26206733
PER3,1.524477854,3.016155372
PEX10,3.288998834,3.575889291
PEX11B,4.088453911,3.787962379
PEX14,2.687478709,3.245012708
PEX19,4.051964154,3.598667806
PFDN2,4.051880228,4.175792954
PFKFB2,2.456037153,2.897091761
PGBD2,2.184485743,2.094909507
PGBD5,0.577609543,1.228707637
PGD,5.738095848,6.469203968
PGLYRP3,0.828936555,1.021963845
PGLYRP4,0.851347514,1.185970477
PGM1,3.457028786,3.652415799
PHACTR4,3.422628511,2.973989934
PHC2,3.734584317,4.309347624
PHF13,3.351197386,3.309328123
PHGDH,1.884525447,2.232617578
PHLDA3,3.525916741,3.530854077
PHTF1,3.045992564,3.127396178
PI4KB,4.59758373,4.242079238
PIAS3,3.269592737,2.90996359
PIGC,4.03587731,4.112867826
PIGK,3.047488081,3.042952452
PIGM,2.557764479,2.614201818
PIGR,0.549608884,0.336322247
PIGV,3.031496977,2.309488631
PIK3C2B,3.597936955,3.820248388
PIK3CD,5.729494882,4.905406428
PIK3R3,3.422624551,2.583866889
PINK1,3.522660694,4.188162531
PIP5K1A,4.466819939,3.981453633
PITHD1,4.526885535,4.313282665
PKLR,0.389644692,0.305903339
PKN2,4.054299008,3.53466571
PKP1,2.799027005,5.842197888
PLA2G2A,3.346082864,5.63815241
PLA2G2C,2.174209298,0
PLA2G2D,5.717322835,4.266086428
PLA2G2E,0.094006945,0
PLA2G2F,0.809373447,2.036385389
PLA2G4A,2.065611133,2.551384829
PLA2G5,0.285637557,0
PLCH2,1.432826792,1.928285532
PLD5,0.092090758,0.148768228
PLEKHA6,1.055056916,1.844919634
PLEKHG5,1.289966686,2.839037934
PLEKHM2,4.633329607,4.922588162
PLEKHN1,0.618383716,1.073711521
PLEKHO1,5.305607754,5.508418205
PLK3,4.184162411,4.273771768
PLOD1,3.920613595,4.578358252
PLXNA2,1.576952394,1.958139105
PM20D1,2.700254497,0.505267493
PMF1,4.04252047,4.449269104
PMF1-BGLAP,3.923343184,4.29665813
PMVK,3.68273348,4.187640193
PNRC2,6.264887051,5.400847858
PODN,1.898258746,3.15893957
POGK,4.402948214,4.047697597
POGZ,4.410950282,3.559574539
POLR3C,3.987120146,4.162470122
POLR3GL,3.944821762,3.824943358
POMGNT1,3.729363645,3.465099199
POU2F1,3.17017516,2.931559932
POU3F1,1.770583337,1.189382856
PPAP2B,4.607831573,5.851064484
PPCS,4.131688719,4.237724235
PPFIA4,0.508298275,0.950967399
PPIAL4A,1.269806904,0
PPIAL4B,1.393637811,0
PPIAL4C,1.263104784,0
PPIAL4D,2.124849248,1.281893205
PPIAL4E,1.925166825,0.30870619
PPIAL4F,2.124849248,1.281893205
PPIAL4G,1.812313302,1.181964509
PPIH,4.522495066,5.63606432
PPM1J,1.627343639,1.019692472
PPOX,2.812835793,2.539148488
PPP1R12B,2.881122723,3.346111706
PPP1R15B,5.146258656,5.078303106
PPP1R8,4.24682506,4.022821842
PPP2R5A,4.354810136,4.078491898
PPT1,6.292799527,6.267980962
PQLC2,2.291852314,2.009059471
PRAMEF1,0.123027086,0.562738774
PRAMEF10,0.325538896,0.472957286
PRAMEF11,0.477025229,0.68754232
PRAMEF12,0.050901924,0.608271556
PRAMEF13,0,0.428687886
PRAMEF14,0,0.236666389
PRAMEF15,0.360619822,0.502772736
PRAMEF16,0.112125893,0
PRAMEF17,0.114129951,0.272972561
PRAMEF18,0.174899082,0.066485158
PRAMEF19,0.174899082,0.066485158
PRAMEF2,0.123298034,0
PRAMEF20,0,0
PRAMEF21,0,0
PRAMEF22,0.122511553,0
PRAMEF3,0.085357231,0
PRAMEF4,0.492799554,0.299349679
PRAMEF5,0.464614213,0.43624889
PRAMEF6,0.402448882,0.465431382
PRAMEF7,0.355179314,1.289604997
PRAMEF8,0.332705032,1.081812227
PRAMEF9,0.360831517,0.508609244
PRCC,3.536139142,3.093441029
PRDM16,0.151673192,0.354714424
PRDM2,3.724933792,3.85572357
PRDX1,7.831254626,7.929989428
PRDX6,5.349388706,5.47285905
PRELP,1.743954413,2.702401917
PRG4,3.222703125,3.012032576
PRKAA2,0.185471915,0.664074819
PRKAB2,2.99984829,2.500876191
PRKACB,5.297910012,3.738705176
PRKCZ,2.32350324,2.049348403
PRMT6,3.435696497,3.423129268
PROK1,0.247072454,0
PROX1,1.014432075,1.497866206
PRPF3,4.763361189,4.275771422
PRPF38A,4.265190166,4.033363973
PRPF38B,4.528430534,3.924650388
PRR9,0.012611179,2.763223096
PRRC2C,6.181581254,5.785680841
PRRX1,4.351547893,5.55630733
PRSS38,0,0.766182482
PRUNE,2.902178458,2.567806531
PSEN2,3.304702902,3.21694403
PSMA5,4.647156046,5.082757154
PSMB2,4.182100002,4.091886935
PSMB4,6.788293628,6.773674619
PSMD4,5.709886319,5.79874793
PSRC1,1.861839809,1.381662068
PTAFR,4.32451821,5.07048581
PTBP2,3.453136918,3.018371558
PTCH2,1.804263979,1.282008773
PTCHD2,0.089004823,0.13753298
PTGER3,1.404106188,1.667789437
PTGFR,2.797816625,3.185143854
PTGFRN,3.401386412,4.452367159
PTGS2,0.74950558,1.413497347
PTP4A2,6.473528755,5.706539101
PTPN14,1.76656496,4.199936265
PTPN22,4.181991286,2.961725858
PTPRC,7.756607497,6.91130368
PTPRF,3.314175736,3.65335671
PTPRU,0.573398726,1.255615239
PUM1,4.829366235,4.593668502
PUSL1,3.17789245,2.712055557
PVRL4,1.783921756,3.854504864
PYCR2,4.893255628,4.014277888
PYGO2,3.7433136,2.747903736
PYHIN1,4.604375827,3.594846907
QSOX1,3.766882203,5.009095613
RAB13,3.904653152,5.288933787
RAB25,1.189566715,5.06949479
RAB3B,0.321376719,0.580788888
RAB3GAP2,4.708246514,3.913315378
RAB42,2.497802707,1.865850746
RAB4A,3.813518634,3.938168852
RAB7L1,4.461508962,3.603933947
RABGAP1L,5.024995454,3.750002183
RABGGTB,5.196091171,4.85620242
RABIF,3.186431414,3.253800139
RAD54L,3.092817656,2.304890192
RALGPS2,2.460636598,2.965881222
RAP1A,5.874358161,5.239112225
RAP1GAP,0.074717808,0.810810673
RASAL2,2.210294034,3.104866382
RASSF5,5.288352934,4.94079
RAVER2,1.683987764,1.688509143
RBBP4,4.983283033,4.535980015
RBBP5,3.716348182,3.147209639
RBM15,4.874112885,4.424083311
RBM34,4.14014321,3.952151363
RBM8A,4.208132683,3.923613359
RBMXL1,4.150423911,3.817410183
RBP7,1.640870955,0.877216449
RC3H1,4.47289235,3.921946772
RCAN3,3.671934615,3.753964545
RCC1,4.299129901,3.938809853
RCC2,6.019031194,5.483699768
RCOR3,3.787855414,2.90074977
RCSD1,5.276346377,5.111311233
RD3,0.021538413,0.121492669
REG4,0,0.280247873
REN,0.120439691,0.391981201
RER1,5.05969182,5.247788382
RERE,3.93592606,3.792866608
RFWD2,5.128060152,4.987544689
RFX5,5.791578565,4.893872417
RGL1,4.338290494,5.063943785
RGS1,5.426341197,6.412572854
RGS13,0.426981741,2.087359546
RGS16,3.193365154,3.627100295
RGS18,2.148019818,2.469009989
RGS2,3.831176927,5.853653877
RGS21,0.018248519,0
RGS4,0.52426296,0.616524719
RGS5,2.356085218,2.777246563
RGS7,0.464619013,0
RGS8,0.304754728,0
RGSL1,0.256600166,0.652569163
RHBDL2,1.37213093,2.681089849
RHBG,0,0
RHCE,1.669309954,1.738044438
RHD,2.221093824,1.62667363
RHOC,5.291328539,5.265369117
RIIAD1,0.135045456,0.255504401
RIMKLA,0.136618561,0.473270258
RIMS3,1.678416739,2.49768201
RIT1,4.269916654,4.283539555
RLF,4.018746013,4.003000784
RNASEL,3.292737618,2.357526878
RNF11,4.295176522,4.400459546
RNF115,4.57914491,4.43237778
RNF186,0,0
RNF187,4.431789707,4.417897813
RNF19B,4.890743907,5.578249097
RNF2,3.337275813,2.604529923
RNF207,2.250678827,1.564074783
RNF220,4.27248154,3.92781091
RNF223,0,0
RNPC3,3.860484851,3.204729206
RNPEP,4.025971714,4.354654193
ROR1,1.460554775,1.990360374
RORC,0.781336618,0.371327405
RPA2,5.002225885,4.338390978
RPAP2,3.607397617,3.177806504
RPE65,0.111375127,0.380371362
RPF1,3.662448442,3.548089972
RPL11,9.903926903,10.12487827
RPL22,6.43912482,6.370653984
RPL5,8.623648596,8.458784947
RPRD2,3.333579732,2.580051528
RPS27,6.072483433,5.500992754
RPS6KA1,4.808940494,4.813321443
RPS6KC1,3.650362883,3.641119698
RPS8,9.431880684,9.19145243
RPTN,0.575299782,2.03514944
RRAGC,4.163051247,4.254691001
RRNAD1,2.563396745,3.115659216
RRP15,2.04120897,2.078640076
RSBN1,3.260938702,2.681662396
RSC1A1,4.963992753,4.530847264
RSG1,1.436474215,0.925491991
RSPO1,0.47903077,1.362614208
RTCA,4.154986204,4.225226464
RUNX3,4.738267318,3.881535956
RUSC1,2.197318003,2.04040891
RUSC1-AS1,3.003871455,2.780891376
RWDD3,3.465252639,2.194511177
RXFP4,1.451772655,0.575802177
RXRG,0.401928489,1.018044731
RYR2,0.322259929,0.633992846
S100A1,1.926276556,1.644958612
S100A10,6.267345084,7.211842425
S100A11,6.733543357,7.678751787
S100A12,0,1.584638406
S100A13,3.654622425,4.688286491
S100A14,2.367675406,5.900131446
S100A16,4.077465041,6.251414741
S100A2,3.193177115,7.180111338
S100A3,1.552801135,2.099331414
S100A4,8.03968279,9.081101623
